gene_symbol	ensg	obs_p_misannot_80	exp_p_misannot_80	obs_missense_avg	exp_missense_avg	am_pathogenicity_obs_99th	am_pathogenicity_exp_99th	esm1v_neg_obs_99th	esm1v_neg_exp_99th	popeve_neg_obs_99th	popeve_neg_exp_99th
ACADVL	ENSG00000072778	57	80.71522135032	1.6666666666666667	2.7659966666666667	0	0.27109	5	8.0269	0	0
ACAN	ENSG00000157766	38	210.4335506292	0	0	0	0	0	0	0	0
ACAP1	ENSG00000072818	38	96.63847497162	0.3333333333333333	3.05626	1	8.6373	0	0.53148	0	0
ACAP2	ENSG00000114331	36	107.76094910645	4	13.323933333333333	10	31.737	2	8.2348	0	0
ACAP3	ENSG00000131584	53	161.83897471666	3	8.475133333333332	8	19.612	1	5.8134	0	0
ACAT1	ENSG00000075239	23	36.89651192172	3	4.717333333333333	0	0	9	14.152	0	0
ACAT2	ENSG00000120437	19	33.80619972346	0.3333333333333333	0.9392666666666667	0	0	1	2.8178	0	0
ACBD3	ENSG00000182827	24	55.115709231	2.6666666666666665	5.9229199999999995	5	12.616	3	4.7394	0	0.41336
ACBD4	ENSG00000181513	30	36.46675589315	0.3333333333333333	0.1743066666666667	0	0	1	0.52292	0	0
ACBD5	ENSG00000107897	37	62.52552303032	0	0	0	0	0	0	0	0
ACBD6	ENSG00000230124	26	32.21402722538	0.3333333333333333	1.2590000000000001	0	0	1	3.777	0	0
ACBD7	ENSG00000176244	7	6.68189177364	0	0	0	0	0	0	0	0
ACCS	ENSG00000110455	41	51.51452282459	0.3333333333333333	0.12865000000000001	0	0	1	0.38595	0	0
ACCSL	ENSG00000205126	50	54.66468045248	0	0.16561	0	0	0	0.49683	0	0
ACD	ENSG00000102977	36	55.84112785465	0	0	0	0	0	0	0	0
ACE	ENSG00000159640	108	178.72681289103	0	0.17215333333333335	0	0	0	0.51646	0	0
ACE2	NA	4	21.479399	0.3333333333333333	1.4718333333333333	0	0	1	4.4155	0	0
ACER1	ENSG00000167769	22	23.59427079481	0	0	0	0	0	0	0	0
ACER2	ENSG00000177076	20	26.6920304357	0	0	0	0	0	0	0	0
ACER3	ENSG00000078124	13	36.30433239307	1.3333333333333333	1.9748000000000001	1	2.7383	3	3.1861	0	0
ACHE	ENSG00000087085	14	62.33587579968	5.333333333333333	18.787236666666665	0	0.91991	2	8.7788	14	46.663
ACIN1	ENSG00000100813	12	129.30588496666	1	9.860623333333333	3	28.623	0	0.95887	0	0
ACKR1	ENSG00000213088	3	2.37436719832	0	0	0	0	0	0	0	0
ACKR2	ENSG00000144648	0	0.96362437373	0	0.06709666666666667	0	0	0	0.20129	0	0
ACKR3	ENSG00000144476	1	1.331194715	0	0.07507333333333334	0	0	0	0.22522	0	0
ACKR4	ENSG00000129048	0	0.95874113755	0	0	0	0	0	0	0	0
ACLY	ENSG00000131473	39	115.86438165258	8.666666666666666	26.049666666666667	19	58.093	7	20.056	0	0
ACMSD	ENSG00000153086	28	34.84060314541	4	4.22	0	0	12	12.66	0	0
ACO1	ENSG00000122729	76	100.39050672483	1.6666666666666667	2.0624433333333334	1	0.93883	4	5.2485	0	0
ACO2	ENSG00000100412	27	87.09717793058	8.666666666666666	37.842666666666666	7	30.055	13	60.42	6	23.053
ACOD1	ENSG00000102794	10	9.59768689239	0	0.8309666666666667	0	0	0	2.4929	0	0
ACOT1	ENSG00000184227	2	2.99039488012	0	0.43113	0	0	0	0.10199	0	1.1914
ACOT11	ENSG00000162390	62	72.9055848925	0.3333333333333333	0.5284666666666666	0	0	1	1.5854	0	0
ACOT12	ENSG00000172497	44	55.46382404856	0	0	0	0	0	0	0	0
ACOT13	ENSG00000112304	6	7.4240683428	0.3333333333333333	1.0106666666666666	0	0	1	3.032	0	0
ACOT2	ENSG00000119673	8	10.99296517063	0	0.11738666666666667	0	0	0	0.24113	0	0.11103
ACOT4	ENSG00000177465	16	15.21528878892	0	0	0	0	0	0	0	0
ACOT6	ENSG00000205669	4	2.73842148285	0	0	0	0	0	0	0	0
ACOT7	ENSG00000097021	8	39.52982475778	3.6666666666666665	9.715706666666668	8	18.405	3	10.372	0	0.37012
ACOT8	ENSG00000101473	24	26.93221879914	0.6666666666666666	0.36200000000000004	0	0	2	1.086	0	0
ACOT9	NA	15	19.881917	0.3333333333333333	1.1558866666666667	0	0.50246	1	1.3992	0	1.566
ACOX1	ENSG00000161533	41	71.54986086384	0	0.25772666666666666	0	0.48172	0	0.29146	0	0
ACOX2	ENSG00000168306	53	87.6135869686	0.3333333333333333	0.3531666666666667	0	0	1	1.0595	0	0
ACOX3	ENSG00000087008	71	116.5905947414	0.3333333333333333	0.6401666666666667	0	0	1	1.9205	0	0
ACOXL	ENSG00000153093	69	70.68176844909	0	0	0	0	0	0	0	0
ACP1	ENSG00000143727	12	14.6882875719	0	0.3877333333333333	0	0	0	1.1632	0	0
ACP2	ENSG00000134575	27	49.16964978342	0	0.15558	0	0	0	0.46674	0	0
ACP3	ENSG00000014257	34	40.2713733672	0	0.6423	0	0	0	1.9269	0	0
ACP4	ENSG00000142513	35	43.08693859748	1.3333333333333333	0.7308333333333333	0	0	4	2.1925	0	0
ACP5	ENSG00000102575	16	23.9613153038	1	1.0367666666666666	0	0	3	3.1103	0	0
ACP6	ENSG00000162836	41	40.47340884878	0	0	0	0	0	0	0	0
ACP7	ENSG00000183760	53	50.22721313152	0	0.6994333333333334	0	0	0	2.0983	0	0
ACR	ENSG00000100312	12	25.43784722642	0.3333333333333333	0.19821666666666668	0	0	1	0.59465	0	0
ACRBP	ENSG00000111644	46	67.34087946864	0	0	0	0	0	0	0	0
ACRV1	ENSG00000134940	8	9.11296116503	0	0	0	0	0	0	0	0
ACSBG1	ENSG00000103740	37	84.51340968564	0	0.8080383333333334	0	0	0	2.3416	0	0.082515
ACSBG2	ENSG00000130377	52	64.36517020853	0	0	0	0	0	0	0	0
ACSF2	ENSG00000167107	45	72.95850257593	0.6666666666666666	1.3456000000000001	0	0	2	4.0368	0	0
ACSF3	ENSG00000176715	62	63.881773767800006	0	0	0	0	0	0	0	0
ACSL1	ENSG00000151726	37	100.16091813236	1.3333333333333333	3.2485500000000003	0	0.29324	4	9.2141	0	0.23831
ACSL3	ENSG00000123983	30	75.86656914554	3.3333333333333335	9.3091	0	2.7583	7	16.248	3	8.921
ACSL4	NA	5	19.753946	3.3333333333333335	28.596666666666664	0	5.809	0	10.018	10	69.963
ACSL5	ENSG00000197142	47	75.19207103474	0.3333333333333333	0.9388666666666666	0	0.2666	1	2.55	0	0
ACSL6	ENSG00000164398	39	88.93562067255	2.3333333333333335	5.1894833333333334	0	0.41016	7	14.314	0	0.84429
ACSM1	ENSG00000166743	66	67.93498934084	0	0.06275666666666667	0	0	0	0.18827	0	0
ACSM2A	ENSG00000183747	26	24.91889395663	0	0.06823666666666667	0	0	0	0.20471	0	0
ACSM2B	ENSG00000066813	20	26.08832919973	0	0.06568333333333333	0	0	0	0.19705	0	0
ACSM3	ENSG00000005187	60	67.60488541679	0	0.17651333333333333	0	0	0	0.52954	0	0
ACSM4	ENSG00000215009	51	57.17102592384	0.3333333333333333	0.19432333333333332	0	0	1	0.58297	0	0
ACSM5	ENSG00000183549	44	48.72881939274	0	0	0	0	0	0	0	0
ACSM6	ENSG00000173124	13	18.04367906438	0	0	0	0	0	0	0	0
ACSS1	ENSG00000154930	39	76.16475714066	8	13.418999999999999	0	0	24	40.257	0	0
ACSS2	ENSG00000131069	54	77.10682547887001	5	6.3877	1	1.0011	14	18.162	0	0
ACSS3	ENSG00000111058	58	72.64525688475	0.6666666666666666	0.7346	0	0.331	2	1.8728	0	0
ACTA1	ENSG00000143632	20	43.6949583289	6	33.10366666666667	9	51.493	0	2.053	9	45.765
ACTA2	ENSG00000107796	10	31.23495064295	4.333333333333333	21.4746	9	39.25	0	1.3338	4	23.84
ACTB	ENSG00000075624	2	29.2449607021	4	184.1509333333333	0	58.327	0	4.5358	12	489.59
ACTBL2	ENSG00000169067	23	17.96837172795	0	0.04560333333333333	0	0	0	0	0	0.13681
ACTC1	ENSG00000159251	10	28.436099972820003	4.333333333333333	43.832366666666665	3	27.717	0	1.8601	10	101.92
ACTG1	ENSG00000184009	12	38.58532683	5.666666666666667	59.6651	6	55.287	2	5.4283	9	118.28
ACTG2	ENSG00000163017	15	33.01900971378	5.666666666666667	23.8097	5	29.638	0	1.5601	12	40.231
ACTL10	ENSG00000288649	14	11.2683948178	0	0	0	0	0	0	0	0
ACTL6A	ENSG00000136518	4	45.83143093231	4	19.563533333333332	2	11.148	2	9.0786	8	38.464
ACTL6B	ENSG00000077080	37	49.04090330074	5.666666666666667	11.491683333333333	9	19.738	8	14.53	0	0.20705
ACTL7A	ENSG00000187003	18	24.94336882176	0	0	0	0	0	0	0	0
ACTL7B	ENSG00000148156	12	22.25565213176	0	0	0	0	0	0	0	0
ACTL8	ENSG00000117148	4	12.6372773307	0	0	0	0	0	0	0	0
ACTL9	ENSG00000181786	11	20.8641826292	0	0	0	0	0	0	0	0
ACTN1	ENSG00000072110	28	120.11354670616	6	40.033	7	48.91	9	55.36	2	15.829
ACTN2	ENSG00000077522	35	115.30697564923	3	8.163	9	24.489	0	0	0	0
ACTN3	ENSG00000248746	81	110.90995039311	2.6666666666666665	3.770266666666667	8	9.7588	0	1.552	0	0
ACTN4	ENSG00000130402	15	126.86510625128	9.333333333333334	60.297000000000004	7	53.539	15	87.664	6	39.688
ACTR10	ENSG00000131966	35	38.39368365807	1.3333333333333333	1.5975333333333335	2	3.5411	2	1.2515	0	0
ACTR1A	ENSG00000138107	9	45.19417331442	0.3333333333333333	3.2958366666666663	1	8.4118	0	0.12851	0	1.3472
ACTR1B	ENSG00000115073	25	47.38328679326	0	0.29553333333333337	0	0.8866	0	0	0	0
ACTR2	ENSG00000138071	5	34.15868820745	3.6666666666666665	24.015396666666664	0	11.822	0	0.22019	11	60.004
ACTR3	ENSG00000115091	11	44.52866668234	9	21.746000000000002	5	17.849	8	14.674	14	32.715
ACTR3B	ENSG00000133627	5	32.82007241921	3.6666666666666665	8.9217	3	7.3805	6	14.05	2	5.3346
ACTR3C	ENSG00000106526	11	14.0418674099	0	0.2630866666666667	0	0.17339	0	0.61587	0	0
ACTR5	ENSG00000101442	38	56.2644221879	0.3333333333333333	0.28911666666666663	1	0.57395	0	0.2934	0	0
ACTR6	ENSG00000075089	46	41.04760422153	0.6666666666666666	1.7981333333333334	2	2.8394	0	2.555	0	0
ACTR8	ENSG00000113812	60	67.82167430131	0.3333333333333333	1.4768999999999999	1	1.3571	0	3.0736	0	0
ACTRT1	NA	NA	NA	0	0	0	0	0	0	0	0
ACTRT2	ENSG00000169717	11	22.9945791856	0	0	0	0	0	0	0	0
ACTRT3	ENSG00000184378	8	5.23412657916	0	0	0	0	0	0	0	0
ACVR1	ENSG00000115170	31	50.04673782216	5	15.548333333333334	6	23.221	9	23.424	0	0
ACVR1B	ENSG00000135503	10	42.05452236391	3.3333333333333335	27.71066666666667	4	37.667	3	27.515	3	17.95
ACVR1C	ENSG00000123612	18	47.0859379623	1.3333333333333333	3.7757066666666663	2	5.8931	1	4.9148	1	0.51922
ACVR2A	ENSG00000121989	7	49.05923202235	4	37.43166666666667	3	23.276	1	17.47	8	71.549
ACVR2B	ENSG00000114739	16	65.77680423752	8.333333333333334	25.9557	10	31.289	12	38.601	3	7.9771
ACVRL1	ENSG00000139567	19	50.01781468264	3	11.855966666666667	5	14.088	4	19.805	0	1.6749
ACY1	ENSG00000243989	34	49.37087545167	0	0.23414000000000001	0	0	0	0.70242	0	0
ACY3	ENSG00000132744	19	27.53299239046	0	0	0	0	0	0	0	0
ACYP1	ENSG00000119640	2	3.17075146946	0	0	0	0	0	0	0	0
ACYP2	ENSG00000170634	7	7.53705319656	0.3333333333333333	0.033786666666666666	0	0	1	0.10136	0	0
ADA	ENSG00000196839	40	45.6317864433	4.333333333333333	4.030666666666667	0	0	13	12.092	0	0
ADA2	ENSG00000093072	24	39.50935816405	0	0.09810666666666668	0	0	0	0.29432	0	0
ADAD1	ENSG00000164113	38	52.72472193563	0	0.26421666666666666	0	0	0	0.79265	0	0
ADAD2	ENSG00000140955	50	80.4907614377	0	0	0	0	0	0	0	0
ADAL	ENSG00000168803	35	30.80176390493	2	1.6903666666666668	0	0	6	5.0711	0	0
ADAM10	ENSG00000137845	15	72.97087818929	10.333333333333334	60.507333333333335	7	58.317	8	41.509	16	81.696
ADAM11	ENSG00000073670	46	123.53839069495	2.6666666666666665	11.585033333333334	0	3.0859	1	9.2702	7	22.399
ADAM12	ENSG00000148848	67	111.65653346103	4	4.4376066666666665	0	2.156	11	10.99	1	0.16682
ADAM15	ENSG00000143537	64	100.65485635607	0.6666666666666666	1.1459	0	0	2	3.4377	0	0
ADAM17	ENSG00000151694	36	88.42276491403	6.666666666666667	16.390666666666668	14	36.039	6	13.133	0	0
ADAM18	ENSG00000168619	107	80.57795247181001	0	0	0	0	0	0	0	0
ADAM19	ENSG00000135074	58	110.0767933353	3	5.365733333333333	1	2.0812	8	14.016	0	0
ADAM2	ENSG00000104755	81	74.52338174033	0	0.027114	0	0	0	0.081342	0	0
ADAM20	ENSG00000134007	NA	NA	0	0.07981333333333333	0	0	0	0.23944	0	0
ADAM21	ENSG00000139985	NA	NA	0	0.08184	0	0	0	0.24552	0	0
ADAM22	ENSG00000008277	50	112.35502194538	2.6666666666666665	7.733966666666667	1	5.4846	7	15.833	0	1.8843
ADAM23	ENSG00000114948	28	106.50058623608	0.6666666666666666	1.6019999999999999	2	3.9132	0	0.23028	0	0.66252
ADAM28	ENSG00000042980	99	91.77633348304	2	2.0091	0	0	6	6.0273	0	0
ADAM29	ENSG00000168594	0	0.1058356522	0	0	0	0	0	0	0	0
ADAM30	ENSG00000134249	35	45.35402981303	0.3333333333333333	0.15931333333333333	0	0	1	0.47794	0	0
ADAM32	ENSG00000197140	75	96.11880148984	0	0.24588	0	0.62639	0	0.11125	0	0
ADAM33	ENSG00000149451	87	125.7379421074	0.3333333333333333	0.3971	0	0	1	1.1913	0	0
ADAM7	ENSG00000069206	75	82.80720674163	0	0	0	0	0	0	0	0
ADAM8	ENSG00000151651	91	144.8064018251	0.6666666666666666	0.9968	0	0	2	2.9904	0	0
