GENE_ID	UNIPROT_ID	ENSG	ENST	LOEUF_v4	LOEUF-scaled	LOEUF-filtered	LOEUF-AM	LOEUF-INDEL	LOEUF-ANC	GeneBayes	Nei_shet	n_expected_filtered
NDUFAF7	Q7L592	ENSG00000003509	ENST00000002125	1.39026626142097	1.38390031994921	1.31921307976493	1.31921307976493	0.95254948779496	1.52310625235458	0.00214753	-0.00162880499999999	44.7751369254412
RBM5	P52756	ENSG00000003756	ENST00000347869	0.190426561510821	0.19453315644334	0.166033172827205	0.166033172827205	0.160268212071227	0.195673206230478	0.340065	-0.117205525	126.24937951401
MTMR7	Q9Y216	ENSG00000003987	ENST00000180173	1.15858148667355	0.918852792984017	0.899413325027609	0.899413325027609	0.895088468821241	1.0767511279917	0.00678558	-0.00376271475	104.527192151558
SLC7A2	P52569	ENSG00000003989	ENST00000494857	1.16059367057842	1.16059367057842	0.870825173689482	0.870825173689482	0.855552696581965	1.00028823549546	0.00519376	-0.003112119	75.6969006592385
ARF5	P84085	ENSG00000004059	ENST00000000233	0.718654007112848	0.685869447521328	0.51692074536879	0.51692074536879	0.533008128693104	0.595472842184535	0.27256	-0.0218582375	25.2639773882582
SARM1	Q6SZW1	ENSG00000004139	ENST00000585482	1.40954689382836	1.2229280703005	1.27350343483736	1.27350343483736	1.10922684080292	1.51046214928017	0.00191704	-0.001519673	54.4366846863335
POLDIP2	Q9Y2S7	ENSG00000004142	ENST00000540200	1.00016498947064	1.00408090500014	1.02721921214547	1.02721921214547	0.921805936567056	1.17305802361211	0.0341925	-0.005357609	41.6920408890706
PLXND1	Q9Y4D7	ENSG00000004399	ENST00000324093	0.402021490321298	0.356433629152671	0.323790252500834	0.323790252500834	0.3342297322916	0.368167794450073	0.108921	-0.0210162675	196.550191645943
AK2	P54819	ENSG00000004455	ENST00000672715	1.02720443726327	1.02720443726327	1.09227798127404	1.09227798127404	0.978072965144896	1.55708071264277	0.00506406	-0.00214143275	20.3523244991437
CD38	P28907	ENSG00000004468	ENST00000226279	1.28723354357052	1.1685126575622	1.15545614369442	1.15545614369442	1.16811199866609	1.12197508353752	0.00152219	-0.00314754274999999	36.0453641324888
FKBP4	Q02790	ENSG00000004478	ENST00000001008	0.753015313136492	0.667862805442565	0.68005908614686	0.68005908614686	0.675410234361179	0.770819084421783	0.0512933	-0.00637197674999999	57.7649549066958
KDM1A	O60341	ENSG00000004487	ENST00000400181	0.607299133710681	0.580203624448916	0.611052272481326	0.611052272481326	0.609578467090624	0.744180527014924	0.131044	-0.012366285	104.149905087002
RBM6	P78332	ENSG00000004534	ENST00000266022	0.234563263065541	0.244130747042122	0.241652112542114	0.241652112542114	0.232987487818587	0.274193788051786	0.200254	-0.0478610375	127.821675456247
CAMKK1	Q8N5S9	ENSG00000004660	ENST00000348335	0.485361060695704	0.400297782017075	0.38892032899566	0.38892032899566	0.39840642929614	0.465686138191595	0.0421357	-0.0139634975	79.4208366079504
RECQL	P46063	ENSG00000004700	ENST00000444129	1.23778913694463	1.25017840493756	1.31587954439557	1.31587954439557	1.18422691099161	1.58722443853408	0.00094207	-0.00115654325	63.8114505238214
VPS50	Q96JG6	ENSG00000004766	ENST00000305866	0.752831532507571	0.808965659629244	0.814478833037084	0.814478833037084	0.834213087518348	1.03046848550227	0.0566055	-0.00756141025	86.5072037918789
HSPB6	O14558	ENSG00000004776	ENST00000004982	2.68642021463896	2.04119764048246	2.03299298496317	1.79602950567451	1.96305958401358	2.46215052378717	0.00746936	-0.0016714935	9.68131157307389
ARHGAP33	O14559	ENSG00000004777	ENST00000007510	0.613220222560515	0.613220222560515	0.473447047720695	0.473447047720695	0.49039794902354	0.518831111619299	0.0678314	-0.011820595	132.010615847198
NDUFAB1	O14561	ENSG00000004779	ENST00000007516	0.809488255285358	0.809836484973897	0.818068923669107	0.818068923669107	0.81979513296556	1.18100025297586	0.0355244	-0.009124077	15.9637820783436
PDK4	Q16654	ENSG00000004799	ENST00000005178	1.22583529757426	1.28542772699788	1.32766224002672	1.32766224002672	1.24425220834714	1.41791894650355	0.00292919	-0.001903054	38.4131028241824
SLC22A16	Q86VW1	ENSG00000004809	ENST00000368919	1.27627237939495	1.31891283122857	1.25695401338742	1.25695401338742	1.18181908871338	1.39146087090326	0.00055833	-0.001124187	55.1534138805732
ZMYND10	O75800	ENSG00000004838	ENST00000231749	1.05573658467701	0.943717336798974	0.910902745486038	0.910902745486038	0.852004515679245	1.0932062702689	0.00655109	-0.00263285525	73.6144244914142
ABCB5	Q2M3G0	ENSG00000004846	ENST00000404938	1.24968121772931	1.00594157428102	0.98377957499038	0.98377957499038	0.964245487176236	1.0483709072969	0.00028203	-0.00175629524999999	182.210922711153
SLC25A13	Q9UJS0	ENSG00000004864	ENST00000265631	0.9882024927405	0.9882024927405	1.05865958799371	1.05865958799371	1.04228148343577	1.33184329826865	0.00221368	-0.00108457224999999	81.4295776788841
ST7	Q9NRC1	ENSG00000004866	ENST00000323984	0.525979307276875	0.525979307276875	0.523341739019251	0.523341739019251	0.533902619651865	0.589793170479995	0.0953835	-0.012267285	72.7937812766806
CDC27	P30260	ENSG00000004897	ENST00000066544	0.45353201386751	0.45353201386751	0.531412155670072	0.531412155670072	0.574396547582705	0.627240613799758	0.173017	-0.02462523	64.9426109783221
SLC4A1	P02730	ENSG00000004939	ENST00000262418	0.441831765270095	0.41552879269265	0.382929406808494	0.382929406808494	0.362186303902873	0.494379287995549	0.0535044	-0.01605139	105.679520098874
CALCR	P30988	ENSG00000004948	ENST00000426151	1.09499093018541	1.14919862954086	1.1538687760382	1.1538687760382	1.1085981452568	1.21517371576052	0.00233912	-0.00173407749999999	60.0807530014219
DVL2	O14641	ENSG00000004975	ENST00000005340	0.75550746584092	0.614933636530132	0.595004721262526	0.595004721262526	0.505832821464824	0.720856707512331	0.0304153	-0.0069259725	83.7626538214414
PRSS22	Q9GZN4	ENSG00000005001	ENST00000161006	1.39729205318344	1.15660297424339	1.1011508657843	1.1011508657843	1.042021365665	1.28066941578637	0.00774323	-0.001847052	41.0247618951328
UPF1	Q92900	ENSG00000005007	ENST00000262803	0.145712352761412	0.145712352761412	0.120888359231567	0.120888359231567	0.168864773530625	0.132155729235172	0.192985	-0.127199275	152.126773486852
SKAP2	O75563	ENSG00000005020	ENST00000345317	0.8209093808729	0.820335146270511	0.85868267054682	0.85868267054682	0.804928894440625	0.934874796059564	0.0286427	-0.005776577	45.7486610509396
MCUB	Q9NWR8	ENSG00000005059	ENST00000394650	1.65655576596315	1.69692562662045	1.82170359083036	1.82170359083036	1.45805878786407	2.28176625950787	0.00158406	-0.0009886198	25.4400713170055
HOXA11	P31270	ENSG00000005073	ENST00000006015	0.727923769115369	0.603185092074386	0.594747542972066	0.594747542972066	0.494654300530809	0.91813248801162	0.0514933	-0.0131298275	26.5040005737925
POLR2J	P52435	ENSG00000005075	ENST00000292614	1.78214462235818	1.59020667650413	4.29962487380814	0.847370080429891	0.824446439071708	7.68973351754652	0.0177124	-0.00064184215	2.38197260830636
DHX33	Q9H6R0	ENSG00000005100	ENST00000225296	0.774935828262226	0.711472482796755	0.728514442773754	0.728514442773754	0.668520920773522	0.826710966710089	0.0066547	-0.003431323	74.7667359299008
MEOX1	P50221	ENSG00000005102	ENST00000318579	1.25582019082341	1.21546669649962	1.21978676030378	1.21978676030378	1.11535523324415	1.51890748146041	0.00563611	-0.003764533	19.2571536979019
THSD7A	Q9UPZ6	ENSG00000005108	ENST00000423059	0.510349706148311	0.510349706148311	0.34270365583915	0.34270365583915	0.337986263507257	0.385523118814074	0.0863372	-0.0146354075	332.448402823012
LIG3	P49916	ENSG00000005156	ENST00000378526	0.658407292789144	0.687100614448514	0.655634802702601	0.655634802702601	0.594658857657933	0.81027694664963	0.0161438	-0.00703301075	109.191976510181
RPAP3	Q9H6T3	ENSG00000005175	ENST00000005386	0.90507208356217	0.965101390021508	0.957005817365275	0.957005817365275	0.898454288223808	1.12893838784697	0.0154296	-0.00350292375	73.6236761733475
ACSM3	Q53FZ2	ENSG00000005187	ENST00000289416	1.00599630138447	1.04294794715206	1.04034259672557	1.04034259672557	0.947182147158426	1.14548523483742	0.00045512	-0.00128080125	73.1544604653454
REXO5	Q96IC2	ENSG00000005189	ENST00000261377	0.739306289204455	0.739306289204455	0.691215852347024	0.691215852347024	0.7024443898189	0.851539694523034	0.0032584	-0.00495279025	82.1332418602987
CIAPIN1	Q6FI81	ENSG00000005194	ENST00000394391	0.838788266196187	0.887662990450385	0.88050004744221	0.88050004744221	0.857955039982227	1.13402396799886	0.00632403	-0.0035475335	35.0804954439277
FAM214B	Q7L5A3	ENSG00000005238	ENST00000322813	0.639376878723386	0.576482624401213	0.602098441626889	0.602098441626889	0.620201297930919	0.738376336796097	0.132392	-0.011681765	41.089989877132
COPZ2	Q9P299	ENSG00000005243	ENST00000621465	1.50269703139676	1.51600757793099	1.5040885635846	1.5040885635846	1.47556927564768	1.74614655011859	0.0024361	-0.00215833299999999	24.536408686984
PRKAR2B	P31323	ENSG00000005249	ENST00000265717	0.524239987542919	0.501857158283476	0.563178405401702	0.563178405401702	0.566557329683449	0.770957956909929	0.11073	-0.0115437625	41.7090231026898
CREBBP	Q92793	ENSG00000005339	ENST00000262367	0.112483332972877	0.095657226781935	0.0913915281463446	0.0913915281463446	0.0938390954581095	0.102659237135806	0.649322	-0.399416075	297.824616438425
TSPOAP1	O95153	ENSG00000005379	ENST00000343736	0.586267567417154	0.50710800745364	0.503994896473706	0.503994896473706	0.501332506572987	0.544027301160266	0.0378141	-0.0110825475	204.150852552599
MPO	P05164	ENSG00000005381	ENST00000225275	1.03467073861804	0.944042644724485	0.872659832770433	0.872659832770433	0.840468732347796	1.04377466151089	0.00191583	-0.0027660715	83.3321934581527
PON1	P27169	ENSG00000005421	ENST00000222381	1.24586988190157	1.31790665993354	1.27157415914663	1.27157415914663	1.1780895555128	1.44821594550482	0.00195345	-0.0016840975	41.9277817831819
GCFC2	P16383	ENSG00000005436	ENST00000321027	1.40440805536747	1.45807997940954	1.48915664179797	1.48915664179797	1.3481229942281	1.65256794188438	0.00185493	-0.00158661475	65.3709135214514
WDR54	Q9H977	ENSG00000005448	ENST00000348227	1.28071038240385	1.23026933948497	1.21884245767169	1.21884245767169	1.16236143244377	1.40345994900569	0.00463301	-0.00173330125	48.4623307208571
CROT	Q9UKG9	ENSG00000005469	ENST00000331536	1.15309895137521	1.25833337120946	1.26601670085467	1.26601670085467	1.23355313822889	1.47781525494965	0.00051275	-0.0016251705	76.0154178338682
ABCB4	P21439	ENSG00000005471	ENST00000649586	0.66782770904841	0.66782770904841	0.67353184109724	0.67353184109724	0.668226392512976	0.76461985444574	0.0227621	-0.00652595	132.966006419541
KMT2E	Q8IZD2	ENSG00000005483	ENST00000311117	0.237702533134305	0.254720403277258	0.233486964705369	0.233486964705369	0.216826370591442	0.261801635901805	0.395809	-0.0854933725	152.942574926248
RHBDD2	Q6NTF9	ENSG00000005486	ENST00000006777	1.12748341585293	1.12929028030141	1.08860260553843	1.08860260553843	0.96099553591421	1.46221719190387	0.0242859	-0.00457774225	26.1323646689763
SOX8	P57073	ENSG00000005513	ENST00000293894	0.83475633352705	0.83475633352705	0.372455906297879	0.372455906297879	0.441579925646378	0.572989982213153	0.053706	-0.010017575	38.7231753284845
IBTK	Q9P2D0	ENSG00000005700	ENST00000306270	0.713134098955268	0.792441660320104	0.793275832625008	0.793275832625008	0.784502377794848	0.953992950490698	0.0504504	-0.007072241	119.914573280967
ZNF195	O14628	ENSG00000005801	ENST00000399602	0.719516401001533	0.719516401001533	0.556827301750766	0.556827301750766	0.577324584468577	0.886980955189218	0.00512354	-0.005534198	35.3467555405743
MYCBP2	O75592	ENSG00000005810	ENST00000544440	0.276749664736102	0.291490330762775	0.273863234865397	0.273863234865397	0.274611787101123	0.288510062337629	0.179824	-0.044909135	472.128167712816
FBXL3	Q9UKT7	ENSG00000005812	ENST00000355619	0.684566100483836	0.72599885514708	0.735499180604532	0.735499180604532	0.705280840772882	0.925103295736802	0.196584	-0.0159089825	33.6373167012246
ITGAL	P20701	ENSG00000005844	ENST00000356798	0.623393168619433	0.646117107282561	0.649684373775464	0.649684373775464	0.633131286170877	0.774610216212829	0.0293503	-0.008669281	130.967643770363
PDK2	Q15119	ENSG00000005882	ENST00000503176	0.986372531456633	0.921499001734523	0.90384611804946	0.90384611804946	0.808494173259766	1.04843596431208	0.0145966	-0.0029616375	52.5660188680516
ITGA3	P26006	ENSG00000005884	ENST00000320031	0.706430694858628	0.681356765874448	0.697217675517472	0.697217675517472	0.66586067028039	0.814979407395104	0.0336395	-0.00611051475	130.048458650107
ITGA2B	P08514	ENSG00000005961	ENST00000262407	0.79412889218522	0.762998551292487	0.759061005743898	0.759061005743898	0.733742535373503	0.796980588522818	0.0115366	-0.00536932075	142.832342093771
ASB4	Q9Y574	ENSG00000005981	ENST00000325885	1.24738045176135	1.3038774621984	1.25730950805271	1.25730950805271	1.19361259089377	1.63711050780287	0.00152017	-0.00131955875	34.062309336336
GDE1	Q9NZC3	ENSG00000006007	ENST00000353258	1.19467724712299	1.17102259078905	1.29672315889139	1.29672315889139	1.1546209458766	1.72874694410835	0.00543812	-0.00210731674999999	27.5387212365999
REX1BD	Q96EN9	ENSG00000006015	ENST00000358607	2.11682646248016	1.64133245132989	1.77479547619545	1.77479547619545	1.60739696260959	2.40543613007812	0.00356714	-0.00212447674999999	18.7673818385691
CRLF1	O75462	ENSG00000006016	ENST00000392386	1.10859653645119	0.971600820728476	1.00585200470565	1.00585200470565	0.914304849544963	1.28460914532884	0.00815528	-0.00202548425	39.055032212873
OSBPL7	Q9BZF2	ENSG00000006025	ENST00000007414	0.721252211325432	0.656220736352863	0.651084053853529	0.651084053853529	0.638897008278263	0.725802455470379	0.0443181	-0.006625312	122.075178166822
TMEM98	Q9Y2Y6	ENSG00000006042	ENST00000579849	1.08196964488151	1.09293175033739	1.17709074367192	1.17709074367192	1.16797286045931	1.40820327995732	0.0222916	-0.00397484474999999	24.1678565738999
YBX2	Q9Y2T7	ENSG00000006047	ENST00000007699	0.310083436758445	0.24592230689067	0.238264326329458	0.238264326329458	0.281138157503981	0.331790729330109	0.465854	-0.094316585	48.972216105857
KRT33A	O76009	ENSG00000006059	ENST00000007735	1.50282092035722	1.51029688996253	1.95858747732836	1.95858747732836	1.83374527526193	2.45866462820187	0.00105824	-0.00077751245	23.0648120660106
ABCC8	Q09428	ENSG00000006071	ENST00000389817	0.859732819045113	0.859732819045113	0.755121400771138	0.755121400771138	0.724633914402948	0.869606445207959	0.0088933	-0.00441305375	213.042266483843
CACNG3	O60359	ENSG00000006116	ENST00000005284	0.304524941637455	0.286342211224687	0.288435584622173	0.288435584622173	0.29436814215564	0.424665520640012	0.190689	-0.0521107	30.3959481324981
TMEM132A	Q24JP5	ENSG00000006118	ENST00000453848	1.04505915138133	1.04505915138133	0.929815913857329	0.929815913857329	0.814970422205299	1.00161184274615	0.00688496	-0.003707275	84.2715754237555
AP2B1	P63010	ENSG00000006125	ENST00000610402	0.330409697413433	0.36188659329854	0.375800587436841	0.375800587436841	0.353733902774156	0.451684174976248	0.128451	-0.0249097825	88.6328161813297
TAC1	P20366	ENSG00000006128	ENST00000319273	0.872599494137747	0.766244726148355	0.696372395827553	0.696372395827553	0.710563969252511	0.807407485913094	0.0408935	-0.00622582749999999	30.1011142511855
ZNF263	O14978	ENSG00000006194	ENST00000219069	0.991499305022014	0.874106766306985	0.870971514929024	0.870971514929024	0.797608319781033	0.898544166536602	0.0134772	-0.004399113	73.0690213069866
CX3CL1	P78423	ENSG00000006210	ENST00000006053	0.64886554291702	0.541578785507904	0.470870482323602	0.470870482323602	0.473425059787836	0.560118245115049	0.0678467	-0.0135587575	41.7992616911918
SPATA20	Q8TB22	ENSG00000006282	ENST00000006658	0.909420009209671	0.824272644982934	0.762709746618232	0.762709746618232	0.768834106610816	0.740050885725113	0.00146672	-0.00322698575	108.623019678468
CACNA1G	O43497	ENSG00000006283	ENST00000359106	0.419688426693284	0.374688355230144	0.372173705344128	0.372173705344128	0.375169514229303	0.403343376724351	0.13668	-0.025150165	222.605290557179
TNFRSF12A	Q9NP84	ENSG00000006327	ENST00000326577	1.50235831034391	1.17399258446817	1.34174756397382	1.34174756397382	1.08245709109288	1.81795981440462	0.00699551	-0.001304005	14.6689578887776
DLX6	P56179	ENSG00000006377	ENST00000518156	0.414303749005004	0.372709381976434	0.33604333099721	0.33604333099721	0.292857117171207	0.636286907573715	0.126785	-0.0400217425	21.4992740557733
MAP3K9	P80192	ENSG00000006432	ENST00000554752	0.67999017776851	0.658713724468188	0.662082294629139	0.662082294629139	0.638599794962254	0.806472970840714	0.0597077	-0.00626296875	89.2154143970793
RALA	P11233	ENSG00000006451	ENST00000005257	0.447817473108791	0.472386283725347	0.428796097820723	0.428796097820723	0.431150965392371	0.694829678546027	0.389766	-0.043932015	23.8845193028917
BAIAP2L1	Q9UHR4	ENSG00000006453	ENST00000005260	0.755588577956025	0.765029036263517	0.748099181137741	0.748099181137741	0.703197434767882	0.928629086019137	0.0127474	-0.00470534275	61.9493650543594
KDM7A	Q6ZMT4	ENSG00000006459	ENST00000397560	0.397249395732484	0.386466967343598	0.403059287004804	0.403059287004804	0.415287018783241	0.426180730533045	0.105362	-0.0207945275	100.401596608754
ETV1	P50549	ENSG00000006468	ENST00000430479	0.656571687243744	0.513709167704987	0.51247070385024	0.51247070385024	0.511241881925351	0.666638321929476	0.104769	-0.017254025	76.6552744381696
AGK	Q53H12	ENSG00000006530	ENST00000649286	1.03693467944843	1.02342546333244	1.01546350941224	1.01546350941224	0.988471823944752	1.04644706964062	0.00188327	-0.002009708	67.1526658602855
ALDH3B1	P43353	ENSG00000006534	ENST00000342456	1.35880025323044	1.28079956002492	1.13462878021473	1.13462878021473	1.0210458819249	1.39139354174543	0.00204648	-0.0012585275	44.9482923677284
TTC22	Q5TAA0	ENSG00000006555	ENST00000371276	1.35935407567377	1.26734484027016	1.20975897256552	1.20975897256552	1.12369385349994	1.25201251038688	0.00106719	-0.00235421875	39.2736017443589
CCL26	Q9Y258	ENSG00000006606	ENST00000005180	1.74070628202765	1.74070628202765	1.92209134121349	1.92209134121349	1.9977490131487	2.17935887929416	0.00058077	-0.00123080075	10.2399080060763
FARP2	O94887	ENSG00000006607	ENST00000264042	1.035277553972	0.956111520107129	0.93912674283349	0.93912674283349	0.893498731932075	0.988846142638072	0.00116616	-0.001707956	135.347973890434
USH1C	Q9Y6N9	ENSG00000006611	ENST00000005226	0.909149242191867	0.810871603810085	0.78427289634434	0.78427289634434	0.795352874007512	0.905562580922046	0.00155573	-0.002873207	125.539938487747
GGCT	O75223	ENSG00000006625	ENST00000275428	1.378824538938	1.29297124806639	1.30570069130081	1.30570069130081	1.25778534454079	1.71689220760297	0.00154107	-0.001096354	25.5098772705265
DBF4	Q9UBU7	ENSG00000006634	ENST00000265728	0.488697004615257	0.5371949661602	0.493910922231964	0.493910922231964	0.427609882720975	0.648065012248775	0.0472809	-0.01370007	57.596945090774
TBXA2R	P21731	ENSG00000006638	ENST00000375190	1.50895426062844	1.18507363592903	1.13838880421579	1.13838880421579	0.937917007103665	1.44344077298086	0.00224456	-0.00227553675	28.1983893517443
IFRD1	O00458	ENSG00000006652	ENST00000403825	0.932697069671445	0.932697069671445	1.01860908402593	1.01860908402593	0.962407518264856	1.23859575540975	0.0370834	-0.00465809375	46.6435974706008
LGALS14	Q8TCE9	ENSG00000006659	ENST00000392052	1.51729480332434	1.52370962082802	1.52632042722546	1.52632042722546	1.4694662941441	1.72612842063076	0.00086657	-0.00095152485	18.6381311290187
COX10	Q12887	ENSG00000006695	ENST00000261643	0.979719071265945	0.906308114029551	0.945728506992711	0.945728506992711	0.863591628729562	1.26865573258827	0.0147802	-0.00328298825	37.759354116655
GTF2IRD1	Q9UHL9	ENSG00000006704	ENST00000424337	0.349633113831911	0.349633113831911	0.352674537229197	0.352674537229197	0.353717390535262	0.425955187993013	0.0779033	-0.0224986975	104.643028633356
PAF1	Q8N7H5	ENSG00000006712	ENST00000221265	0.620568435721219	0.584945268848354	0.595674846174052	0.595674846174052	0.514460396940835	0.747438919051957	0.0422409	-0.00982092525	73.8692019410732
VPS41	P49754	ENSG00000006715	ENST00000310301	0.814568831426017	0.834676180617082	0.786534101730319	0.786534101730319	0.770851116147933	0.789746000568731	0.00671285	-0.00432776625	119.528383120338
ARHGAP44	Q17R89	ENSG00000006740	ENST00000379672	0.616683004273539	0.569841992490796	0.597796598678733	0.597796598678733	0.603439328200115	0.709278682046207	0.123672	-0.01349311	94.9684205362982
