GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O14746	TERT	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:23474713	UniProtKB:O14746	9606	BHF-UCL		F
UniProtKB	O14920	IKBKB	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:23091055		9606	UniProt		F
UniProtKB	O14920	IKBKB	enables	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:23091055		9606	UniProt		F
UniProtKB	O14958	CASQ2	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P51868	9606	BHF-UCL		F
UniProtKB	O14965	AURKA	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:20460379	UniProtKB:P24522	9606	CAFA		F
UniProtKB	O14983	ATP2A1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:11402072	UniProtKB:O14983	9606	BHF-UCL		F
UniProtKB	O15111	CHUK	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:23091055		9606	UniProt		F
UniProtKB	O15111	CHUK	enables	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:23091055		9606	UniProt		F
UniProtKB	O15156	ZBTB7B	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q64321	9606	UniProt		F
UniProtKB	O15169	AXIN1	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O35625	9606	UniProt		F
UniProtKB	O15217	GSTA4	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:10329152	UniProtKB:O15217	9606	UniProt		F
UniProtKB	O15303	GRM6	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:17405131	UniProtKB:O15303	9606	UniProt		F
UniProtKB	O15344	MID1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:11806752		9606	UniProt		F
UniProtKB	O15405	TOX3	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:21172805		9606	UniProt		F
UniProtKB	O15409	FOXP2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:16407075		9606	UniProt		F
UniProtKB	O15554	KCNN4	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:29953543		9606	UniProt		F
UniProtKB	O43187	IRAK2	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:10383454	UniProtKB:O43187	9606	BHF-UCL		F
UniProtKB	O43187	IRAK2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:10383454	UniProtKB:P51617	9606	BHF-UCL		F
UniProtKB	O43187	IRAK2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:10383454	UniProtKB:Q9Y616	9606	BHF-UCL		F
UniProtKB	O43252	PAPSS1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:14747722	UniProtKB:O43252	9606	UniProt		F
UniProtKB	O43283	MAP3K13	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:11163770		9606	UniProt		F
UniProtKB	O43293	DAPK3	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:18239682		9606	UniProt		F
UniProtKB	O43353	RIPK2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:19337385		9606	BHF-UCL		F
UniProtKB	O43435	TBX1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:11111039		9606	UniProt		F
UniProtKB	O43435	TBX1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:22095455		9606	UniProt		F
UniProtKB	O43707	ACTN4	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:22351778	UniProtKB:O43707	9606	UniProt		F
UniProtKB	O43708	GSTZ1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:10739172	UniProtKB:O43708	9606	UniProt		F
UniProtKB	O43709	BUD23	enables	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:25851604		9606	UniProt		F
UniProtKB	O43776	NARS1	enables	GO:0046983	protein dimerization activity	ECO:0000314	IDA	PMID:9421509		9606	UniProt		F
UniProtKB	O43809	NUDT21	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:20479262	UniProtKB:O43809	9606	UniProt		F
UniProtKB	O43809	NUDT21	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:21295486	UniProtKB:O43809	9606	UniProt		F
UniProtKB	O43914	TYROBP	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:9655483		9606	UniProt		F
UniProtKB	O60238	BNIP3L	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:10381623		9606	UniProt		F
UniProtKB	O60494	CUBN	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:10552972		9606	UniProt		F
UniProtKB	O60507	TPST1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:28821720	UniProtKB:O60507	9606	UniProt		F
UniProtKB	O60543	CIDEA	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	PMID:17080483	UniProtKB:O70302	9606	BHF-UCL		F
UniProtKB	O60565	GREM1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:27036124	UniProtKB:O60565	9606	UniProt		F
UniProtKB	O60656	UGT1A9	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:17179145		9606	UniProt	occurs_in(GO:0005783)	F
UniProtKB	O60704	TPST2	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:23481380	UniProtKB:O60704	9606	UniProt		F
UniProtKB	O60749	SNX2	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:11102511	UniProtKB:O60749	9606	ParkinsonsUK-UCL		F
UniProtKB	O60749	SNX2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:11102511	UniProtKB:Q13596	9606	ParkinsonsUK-UCL		F
UniProtKB	O60760	HPGDS	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:12627223	UniProtKB:O60760	9606	UniProt		F
UniProtKB	O75027	ABCB7	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:30765471		9606	UniProt		F
UniProtKB	O75044	SRGAP2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:20810653		9606	UniProt		F
UniProtKB	O75146	HIP1R	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:16415883	UniProtKB:O75146	9606	ParkinsonsUK-UCL		F
UniProtKB	O75150	RNF40	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:10944455	UniProtKB:O75150	9606	UniProt		F
UniProtKB	O75154	RAB11FIP3	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:17030804		9606	UniProt		F
UniProtKB	O75154	RAB11FIP3	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:17394487		9606	UniProt		F
UniProtKB	O75192	PEX11A	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:20826455		9606	UniProt		F
UniProtKB	O75208	COQ9	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:25339443		9606	UniProt		F
UniProtKB	O75223	GGCT	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:17932939		9606	UniProt		F
UniProtKB	O75223	GGCT	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:18515354		9606	UniProt		F
UniProtKB	O75340	PDCD6	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:25667979		9606	UniProt		F
UniProtKB	O75340	PDCD6	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:11278427	UniProtKB:Q9UBV8	9606	UniProt		F
UniProtKB	O75340	PDCD6	enables	GO:0046983	protein dimerization activity	ECO:0000353	IPI	PMID:11883899	UniProtKB:Q9UBV8	9606	UniProt		F
UniProtKB	O75351	VPS4B	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:16193069		9606	UniProt		F
UniProtKB	O75449	KATNA1	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:10751153	UniProtKB:Q9BVA0	9606	UniProt		F
UniProtKB	O75460	ERN1	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9EQY0	9606	UniProt		F
UniProtKB	O75460	ERN1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:21317875	UniProtKB:O75460	9606	ParkinsonsUK-UCL	causally_upstream_of(GO:1990579),part_of(GO:0070054)	F
UniProtKB	O75460	ERN1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:29198525		9606	UniProt		F
UniProtKB	O75531	BANF1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:22399800	UniProtKB:O75531	9606	UniProt		F
UniProtKB	O75569	PRKRA	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:17452327	UniProtKB:O75569	9606	UniProt		F
UniProtKB	O75581	LRP6	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:12897152	UniProtKB:O75581	9606	BHF-UCL		F
UniProtKB	O75838	CIB2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:23023331		9606	UniProt		F
UniProtKB	O75874	IDH1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:19935646	UniProtKB:O75874	9606	UniProt		F
UniProtKB	O75899	GABBR2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:15304491	UniProtKB:Q9Z0U4	9606	CAFA		F
UniProtKB	O76061	STC2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:15486227		9606	UniProt		F
UniProtKB	O76064	RNF8	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:22980979		9606	UniProt		F
UniProtKB	O76096	CST7	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:15212960	UniProtKB:O76096	9606	ARUK-UCL		F
UniProtKB	O76096	CST7	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:15752368	UniProtKB:O76096	9606	ARUK-UCL		F
UniProtKB	O76096	CST7	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:18256700	UniProtKB:O76096	9606	ARUK-UCL	has_target_end_location(GO:0005783),has_target_end_location(GO:0005794)	F
UniProtKB	O94804	STK10	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:18239682		9606	UniProt		F
UniProtKB	O94811	TPPP	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:26289831		9606	UniProt		F
UniProtKB	O94813	SLIT2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:19498462		9606	UniProt		F
UniProtKB	O94923	GLCE	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:30872481		9606	UniProt		F
UniProtKB	O94972	TRIM37	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:11279055		9606	UniProt		F
UniProtKB	O95069	KCNK2	enables	GO:0046982	protein heterodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97438	9606	UniProt		F
UniProtKB	O95258	SLC25A14	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:26182433		9606	UniProt		F
UniProtKB	O95279	KCNK5	enables	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:36063992		9606	UniProt		F
UniProtKB	O95292	VAPB	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:16227268	UniProtKB:O95292	9606	UniProt		F
UniProtKB	O95292	VAPB	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:17540579	UniProtKB:O95292	9606	UniProt		F
UniProtKB	O95292	VAPB	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:9920726	UniProtKB:O95292	9606	UniProt		F
UniProtKB	O95292	VAPB	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:16227268	UniProtKB:Q9P0L0	9606	UniProt		F
UniProtKB	O95292	VAPB	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:9920726	UniProtKB:Q9P0L0	9606	UniProt		F
UniProtKB	O95352	ATG7	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:11096062		9606	UniProt		F
UniProtKB	O95684	CEP43	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:16690081		9606	UniProt		F
UniProtKB	O95772	STARD3NL	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:15718238		9606	UniProt		F
UniProtKB	O95813	CER1	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O55233	9606	BHF-UCL		F
UniProtKB	O95847	SLC25A27	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:26182433		9606	UniProt		F
UniProtKB	O95935	TBX18	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9EPZ6	9606	BHF-UCL		F
UniProtKB	O95967	EFEMP2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:23782690		9606	UniProt		F
UniProtKB	O96011	PEX11B	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:20826455		9606	UniProt		F
UniProtKB	O96017	CHEK2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:16794575		9606	UniProt		F
UniProtKB	P00367	GLUD1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:11903050	UniProtKB:P00367	9606	BHF-UCL		F
UniProtKB	P00441	SOD1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:24567322	UniProtKB:P00441	9606	ParkinsonsUK-UCL		F
UniProtKB	P01127	PDGFB	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:2836953		9606	BHF-UCL		F
UniProtKB	P01127	PDGFB	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:7073684	UniProtKB:P04085	9606	BHF-UCL		F
UniProtKB	P01591	JCHAIN	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:21786026		9606	UniProt		F
UniProtKB	P01730	CD4	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:12444132		9606	UniProt		F
UniProtKB	P01730	CD4	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:9168119		9606	UniProt		F
UniProtKB	P02458	COL2A1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:8660302	UniProtKB:P02458	9606	BHF-UCL		F
UniProtKB	P02511	CRYAB	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:19646995	UniProtKB:P02511	9606	UniProt		F
UniProtKB	P02647	APOA1	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:G5BQH5	9606	UniProt		F
UniProtKB	P02649	APOE	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:8089103	UniProtKB:P02649	9606	ARUK-UCL		F
UniProtKB	P02649	APOE	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:8245722	UniProtKB:P02649	9606	BHF-UCL		F
UniProtKB	P02649	APOE	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:9211985	UniProtKB:P02649	9606	ARUK-UCL	occurs_in(GO:0034364)|occurs_in(GO:0034362)|occurs_in(GO:0034363)|occurs_in(GO:0034361)	F
UniProtKB	P02649	APOE	enables	GO:0046983	protein dimerization activity	ECO:0000353	IPI	PMID:22138302	UniProtKB:P02649	9606	ARUK-UCL		F
UniProtKB	P02652	APOA2	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:17264082		9606	BHF-UCL		F
UniProtKB	P02652	APOA2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:7918467	UniProtKB:P05090	9606	UniProt		F
UniProtKB	P02652	APOA2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:8245722	UniProtKB:P02649	9606	BHF-UCL		F
UniProtKB	P02652	APOA2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:8245722	UniProtKB:P04114	9606	BHF-UCL		F
UniProtKB	P02730	SLC4A1	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:379653	UniProtKB:P02730	9606	BHF-UCL		F
UniProtKB	P02760	AMBP	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:11883904	UniProtKB:P02760	9606	UniProt		F
UniProtKB	P02786	TFRC	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:9546397	UniProtKB:P02786	9606	BHF-UCL		F
UniProtKB	P03950	ANG	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:25372031		9606	UniProt		F
UniProtKB	P04040	CAT	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:10656833		9606	UniProt		F
UniProtKB	P04085	PDGFA	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:2836953		9606	BHF-UCL		F
UniProtKB	P04085	PDGFA	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:3754619		9606	BHF-UCL		F
UniProtKB	P04085	PDGFA	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:7073684	UniProtKB:P01127	9606	BHF-UCL		F
UniProtKB	P04264	KRT1	enables	GO:0046982	protein heterodimerization activity	ECO:0000314	IDA	PMID:27595935		9606	UniProt		F
UniProtKB	P04271	S100B	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:10913138		9606	UniProt		F
UniProtKB	P04271	S100B	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:9519411	UniProtKB:P04271	9606	UniProt		F
UniProtKB	P04626	ERBB2	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:7556068	UniProtKB:P21860	9606	BHF-UCL		F
UniProtKB	P04629	NTRK1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:1281417		9606	UniProt		F
UniProtKB	P04629	NTRK1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:17196528		9606	UniProt		F
UniProtKB	P04637	TP53	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:10837489	UniProtKB:Q07820	9606	UniProt		F
UniProtKB	P04792	HSPB1	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:28144995		9606	UniProt		F
UniProtKB	P04839	CYBB	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:12042318	UniProtKB:P13498	9606	BHF-UCL		F
UniProtKB	P05023	ATP1A1	enables	GO:0046982	protein heterodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P06685	9606	ARUK-UCL	has_output(GO:0005890),occurs_in(UBERON:0003881)	F
UniProtKB	P05026	ATP1B1	enables	GO:0046982	protein heterodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P07340	9606	ARUK-UCL	has_output(GO:0005890),occurs_in(UBERON:0003881)	F
UniProtKB	P05067-PRO_0000000093	APP	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:15447668	UniProtKB:P05067-PRO_0000000093	9606	ARUK-UCL		F
UniProtKB	P05067-PRO_0000000093	APP	enables	GO:0042803	protein homodimerization activity	ECO:0000353	IPI	PMID:22179788	UniProtKB:P05067-PRO_0000000093	9606	ARUK-UCL		F
UniProtKB	P05067-PRO_0000000093	APP	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:18568035	UniProtKB:P05067-PRO_0000000092	9606	ARUK-UCL		F
UniProtKB	P05067-PRO_0000000093	APP	enables	GO:0046982	protein heterodimerization activity	ECO:0000353	IPI	PMID:19660551	UniProtKB:P05067-PRO_0000000092	9606	ARUK-UCL	occurs_in(UBERON:0000955),has_output(ComplexPortal:CPX-1120),has_output(ComplexPortal:CPX-1062),has_input(UniProtKB:P05067-PRO_0000000092)	F
