GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O60231	DHX16	enables	GO:0004386	helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002774|FB:FBgn0032883|MGI:MGI:1919412|MGI:MGI:1920081|MGI:MGI:2448561|PANTHER:PTN008360424|PomBase:SPBC1711.17|SGD:S000000815|SGD:S000001561|SGD:S000003088|SGD:S000004735|UniProtKB:O43143|UniProtKB:P43329|UniProtKB:Q08211|UniProtKB:Q28141|UniProtKB:Q581T1|UniProtKB:Q7L2E3|UniProtKB:Q9H2U1|UniProtKB:Q9H6S0	9606	GO_Central		F
UniProtKB	O60231	DHX16	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	O60264	SMARCA5	enables	GO:0004386	helicase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026537	9606	UniProt		F
UniProtKB	O60264	SMARCA5	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:9730600		9606	PINC		F
UniProtKB	O60306	AQR	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	O60306	AQR	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR041677|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	O60306	AQR	enables	GO:0034458	3'-5' RNA helicase activity	ECO:0000314	IDA	PMID:25599396		9606	FlyBase		F
UniProtKB	O75417	POLQ	enables	GO:0003678	DNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00029227|UniProtKB:Q8CGS6|ensembl:ENSMUSP00000059757	9606	UniProt		F
UniProtKB	O75417	POLQ	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:36455556		9606	UniProt		F
UniProtKB	O75417	POLQ	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	O75417	POLQ	enables	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:14576298		9606	UniProt		F
UniProtKB	O75643	SNRNP200	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	O75643	SNRNP200	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002375518|SGD:S000000974|UniProtKB:O75643	9606	GO_Central		F
UniProtKB	O75643	SNRNP200	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:23045696		9606	UniProt		F
UniProtKB	O75643	SNRNP200	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:35241646		9606	UniProt		F
UniProtKB	O75643	SNRNP200	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-9770145		9606	Reactome		F
UniProtKB	O75643	SNRNP200	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	O75643	SNRNP200	enables	GO:0004386	helicase activity	ECO:0000314	IDA	PMID:9539711		9606	HGNC-UCL		F
UniProtKB	O94761	RECQL4	NOT|enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000315	IMP	PMID:19177149		9606	GO_Central		F
UniProtKB	O94761	RECQL4	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|InterPro:IPR004589|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	O94761	RECQL4	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:22039056		9606	BHF-UCL	occurs_in(GO:0000781)	F
UniProtKB	O94761	RECQL4	enables	GO:0009378	four-way junction helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344873|TAIR:locus:2127998|TAIR:locus:2197555|UniProtKB:P54132|UniProtKB:Q14191	9606	GO_Central		F
UniProtKB	O94762	RECQL5	enables	GO:0003678	DNA helicase activity	ECO:0000303	NAS	PMID:10710432		9606	UniProt		F
UniProtKB	O94762	RECQL5	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:22013166		9606	UniProt		F
UniProtKB	O94762	RECQL5	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:9878247		9606	PINC		F
UniProtKB	O94762	RECQL5	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|InterPro:IPR004589|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	O94762	RECQL5	enables	GO:0004386	helicase activity	ECO:0000314	IDA	PMID:18003859		9606	UniProt	occurs_in(GO:0005657),has_input(CHEBI:15377),has_input(CHEBI:15422),has_output(CHEBI:16761),has_output(CHEBI:26020),directly_negatively_regulates(GO:0003697)	F
UniProtKB	O94762	RECQL5	enables	GO:0009378	four-way junction helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344873|TAIR:locus:2127998|TAIR:locus:2197555|UniProtKB:P54132|UniProtKB:Q14191	9606	GO_Central		F
UniProtKB	O94762	RECQL5	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0002906|FB:FBgn0040290|MGI:MGI:1328362|PANTHER:PTN000344873|PomBase:SPAC2G11.12|SGD:S000004802|TAIR:locus:2180255|TAIR:locus:2197394|TAIR:locus:2197555|UniProtKB:O34748|UniProtKB:P15043|UniProtKB:P46063|UniProtKB:P54132|UniProtKB:Q14191|UniProtKB:Q8I2W7|WB:WBGene00001865|WB:WBGene00006944	9606	GO_Central		F
UniProtKB	O95786	RIGI	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	O95786	RIGI	enables	GO:0003724	RNA helicase activity	ECO:0000315	IMP	PMID:19211564		9606	UniProt		F
UniProtKB	O95786	RIGI	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P0CG13	CHTF8	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:12930902		9606	UniProt		F
UniProtKB	P12956	XRCC6	enables	GO:0003678	DNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005160	9606	InterPro		F
UniProtKB	P12956	XRCC6	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:7957065		9606	PINC		F
UniProtKB	P12956	XRCC6	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9368068		9606	FlyBase		F
UniProtKB	P12956	XRCC6	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P13010	XRCC5	enables	GO:0003678	DNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005160	9606	InterPro		F
UniProtKB	P13010	XRCC5	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:7957065		9606	PINC		F
UniProtKB	P13010	XRCC5	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0263231|FB:FBgn0283442|MGI:MGI:1353582|PANTHER:PTN002774595|PomBase:SPAC17G6.14c|RGD:619906|RGD:68381|SGD:S000002242|SGD:S000003046|SGD:S000005056|SGD:S000005572|SGD:S000005730|TAIR:locus:2084178|TAIR:locus:2147987|TAIR:locus:2167903|UniProtKB:O00571|UniProtKB:P17844|UniProtKB:P38919|UniProtKB:Q13838|UniProtKB:Q8IL13|UniProtKB:Q9NR30|UniProtKB:Q9UJV9|WB:WBGene00001598|WB:WBGene00001599|Xenbase:XB-GENE-999731	9606	GO_Central		F
UniProtKB	P17844	DDX5	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:A0A8I5ZKV9|ensembl:ENSRNOP00000079189|UniProtKB:A0A8I6G4Y3|ensembl:ENSRNOP00000079189|InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003724	RNA helicase activity	ECO:0000303	NAS	PMID:1996094		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003724	RNA helicase activity	ECO:0000315	IMP	PMID:21343338		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P18074	ERCC2	enables	GO:0003678	DNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001945|InterPro:IPR006554|InterPro:IPR010614|InterPro:IPR013020	9606	InterPro		F
UniProtKB	P18074	ERCC2	enables	GO:0003678	DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	CGD:CAL0000192893|MGI:MGI:2139369|PANTHER:PTN000158192|SGD:S000000973|SGD:S000005929|UniProtKB:P18074|UniProtKB:P27296|UniProtKB:P76257|UniProtKB:Q8I2H7|UniProtKB:Q96FC9|UniProtKB:Q9BX63|UniProtKB:Q9NZ71	9606	GO_Central		F
UniProtKB	P18074	ERCC2	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006555|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P18074	ERCC2	enables	GO:0043139	5'-3' DNA helicase activity	ECO:0000314	IDA	PMID:11445587		9606	UniProt		F
UniProtKB	P18074	ERCC2	enables	GO:0043139	5'-3' DNA helicase activity	ECO:0000314	IDA	PMID:8663148		9606	UniProt		F
UniProtKB	P18074	ERCC2	enables	GO:0043139	5'-3' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-6782131		9606	Reactome		F
UniProtKB	P19447	ERCC3	enables	GO:0003678	DNA helicase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001161	9606	InterPro		F
UniProtKB	P19447	ERCC3	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000138598|UniProtKB:P19447	9606	GO_Central		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000314	IDA	PMID:17466626		9606	UniProt		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000315	IMP	PMID:8663148		9606	UniProt		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-75949		9606	Reactome		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-9613494		9606	Reactome		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-9613497		9606	Reactome		F
UniProtKB	P19447	ERCC3	enables	GO:0043138	3'-5' DNA helicase activity	ECO:0000304	TAS	Reactome:R-HSA-9684118		9606	Reactome		F
UniProtKB	P25205	MCM3	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000179711|PomBase:SPBC211.04c|PomBase:SPBC25D12.03c|PomBase:SPCC16A11.17|SGD:S000000119|SGD:S000000406|SGD:S000000758|SGD:S000003169|SGD:S000004264|SGD:S000006223	9606	GO_Central		F
UniProtKB	P25205	MCM3	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P26196	DDX6	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	P26196	DDX6	enables	GO:0003724	RNA helicase activity	ECO:0000304	TAS	PMID:1579499		9606	PINC		F
UniProtKB	P26196	DDX6	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P26196	DDX6	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:1394235		9606	PINC		F
UniProtKB	P26196	DDX6	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:1579499		9606	PINC		F
UniProtKB	P28370	SMARCA1	enables	GO:0004386	helicase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026537	9606	UniProt		F
UniProtKB	P28370	SMARCA1	enables	GO:0004386	helicase activity	ECO:0000304	TAS	PMID:1408766		9606	PINC		F
UniProtKB	P33991	MCM4	contributes_to	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:25661590		9606	UniProt		F
UniProtKB	P33991	MCM4	contributes_to	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9305914		9606	UniProt		F
UniProtKB	P33991	MCM4	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000179711|PomBase:SPBC211.04c|PomBase:SPBC25D12.03c|PomBase:SPCC16A11.17|SGD:S000000119|SGD:S000000406|SGD:S000000758|SGD:S000003169|SGD:S000004264|SGD:S000006223	9606	GO_Central		F
UniProtKB	P33991	MCM4	enables	GO:0003678	DNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P49717|ensembl:ENSMUSP00000023353|InterPro:IPR008047	9606	UniProt		F
UniProtKB	P33991	MCM4	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P33992	MCM5	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000179711|PomBase:SPBC211.04c|PomBase:SPBC25D12.03c|PomBase:SPCC16A11.17|SGD:S000000119|SGD:S000000406|SGD:S000000758|SGD:S000003169|SGD:S000004264|SGD:S000006223	9606	GO_Central		F
UniProtKB	P33992	MCM5	contributes_to	GO:0043138	3'-5' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0017577|PANTHER:PTN000180161	9606	GO_Central		F
UniProtKB	P33992	MCM5	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P33993	MCM7	contributes_to	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:25661590		9606	UniProt		F
UniProtKB	P33993	MCM7	contributes_to	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:9305914		9606	UniProt		F
UniProtKB	P33993	MCM7	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000179711|PomBase:SPBC211.04c|PomBase:SPBC25D12.03c|PomBase:SPCC16A11.17|SGD:S000000119|SGD:S000000406|SGD:S000000758|SGD:S000003169|SGD:S000004264|SGD:S000006223	9606	GO_Central		F
UniProtKB	P33993	MCM7	enables	GO:0003678	DNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:Q61881|ensembl:ENSMUSP00000000505|InterPro:IPR008050	9606	UniProt		F
UniProtKB	P33993	MCM7	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P35249	RFC4	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:12930902		9606	UniProt		F
UniProtKB	P35250	RFC2	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:12930902		9606	UniProt		F
UniProtKB	P38919	EIF4A3	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0263231|FB:FBgn0283442|MGI:MGI:1353582|PANTHER:PTN002774595|PomBase:SPAC17G6.14c|RGD:619906|RGD:68381|SGD:S000002242|SGD:S000003046|SGD:S000005056|SGD:S000005572|SGD:S000005730|TAIR:locus:2084178|TAIR:locus:2147987|TAIR:locus:2167903|UniProtKB:O00571|UniProtKB:P17844|UniProtKB:P38919|UniProtKB:Q13838|UniProtKB:Q8IL13|UniProtKB:Q9NR30|UniProtKB:Q9UJV9|WB:WBGene00001598|WB:WBGene00001599|Xenbase:XB-GENE-999731	9606	GO_Central		F
UniProtKB	P38919	EIF4A3	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR014014|EC:3.6.4.13	9606	UniProt		F
UniProtKB	P38919	EIF4A3	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:10523622		9606	HGNC-UCL		F
UniProtKB	P38919	EIF4A3	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026537|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P38935	IGHMBP2	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:8349627		9606	PINC		F
UniProtKB	P38935	IGHMBP2	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.6.4.13	9606	UniProt		F
UniProtKB	P38935	IGHMBP2	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR041677|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P38935	IGHMBP2	enables	GO:0032574	5'-3' RNA helicase activity	ECO:0000314	IDA	PMID:19158098		9606	UniProt		F
UniProtKB	P38935	IGHMBP2	enables	GO:0036121	double-stranded DNA helicase activity	ECO:0000314	IDA	PMID:30218034		9606	UniProt		F
UniProtKB	P38935	IGHMBP2	enables	GO:0043139	5'-3' DNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002465187|SGD:S000001500|UniProtKB:P38935	9606	GO_Central		F
UniProtKB	P38935	IGHMBP2	enables	GO:0043139	5'-3' DNA helicase activity	ECO:0000314	IDA	PMID:19158098		9606	UniProt		F
UniProtKB	P40937	RFC5	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:12930902		9606	UniProt		F
UniProtKB	P40938	RFC3	contributes_to	GO:0017116	single-stranded DNA helicase activity	ECO:0000314	IDA	PMID:12930902		9606	UniProt		F
UniProtKB	P42285	MTREX	enables	GO:0003724	RNA helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN004337428|PomBase:SPAC6F12.16c|SGD:S000003586|TAIR:locus:2075566|UniProtKB:P42285|UniProtKB:Q15477	9606	GO_Central		F
UniProtKB	P42285	MTREX	enables	GO:0003724	RNA helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR016438|EC:3.6.4.13	9606	UniProt		F
UniProtKB	P42285	MTREX	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:29844170		9606	UniProt		F
UniProtKB	P42285	MTREX	enables	GO:0003724	RNA helicase activity	ECO:0000314	IDA	PMID:29906447		9606	UniProt		F
UniProtKB	P42285	MTREX	enables	GO:0004386	helicase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P42694	HELZ	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR041677|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P46063	RECQL	enables	GO:0003678	DNA helicase activity	ECO:0000314	IDA	PMID:11562355		9606	UniProt		F
UniProtKB	P46063	RECQL	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:7527136		9606	PINC		F
UniProtKB	P46063	RECQL	enables	GO:0003678	DNA helicase activity	ECO:0000304	TAS	PMID:7961977		9606	PINC		F
UniProtKB	P46063	RECQL	enables	GO:0004386	helicase activity	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR004589|UniProtKB-KW:KW-0347	9606	UniProt		F
UniProtKB	P46063	RECQL	enables	GO:0009378	four-way junction helicase activity	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344873|TAIR:locus:2127998|TAIR:locus:2197555|UniProtKB:P54132|UniProtKB:Q14191	9606	GO_Central		F
