gene_symbol	ensg	obs_p_misannot_80	exp_p_misannot_80	obs_missense_avg	exp_missense_avg	am_pathogenicity_obs_99th	am_pathogenicity_exp_99th	esm1v_neg_obs_99th	esm1v_neg_exp_99th	popeve_neg_obs_99th	popeve_neg_exp_99th
ABCC6	ENSG00000091262	97	123.60891723717	0	0	0	0	0	0	0	0
ABCC8	ENSG00000006071	135	211.80189010657	1.3333333333333333	1.6401266666666665	4	4.7902	0	0.13018	0	0
ABCC9	ENSG00000069431	86	177.94137757909002	9	29.260203333333333	3	12.644	0	0.31861	24	74.818
ABCD1	NA	NA	NA	3.6666666666666665	18.38741	0	0.85123	2	12.495	9	41.816
ABCD2	ENSG00000173208	35	64.08766879131	5.666666666666667	11.058033333333332	0	1.4311	17	31.743	0	0
ABCD3	ENSG00000117528	38	94.43092558498	6.333333333333333	26.117666666666665	4	10.424	8	39.41	7	28.519
ABCD4	ENSG00000119688	51	85.1072575955	3	5.2	0	0	9	15.6	0	0
ABCE1	ENSG00000164163	21	73.88798568199	6.333333333333333	43.968666666666664	5	46.486	5	27.295	9	58.125
ABCF1	ENSG00000204574	65	119.2938545356	6	33.99633333333333	9	38.647	8	49.227	1	14.115
ABCF2	ENSG00000033050	33	82.73869208835	3.3333333333333335	10.751366666666666	10	28.301	0	2.6274	0	1.3257
ABCF2-H2BE1	ENSG00000285292	NA	NA	2.6666666666666665	12.4113	8	27.497	0	2.4204	0	7.3165
ABCF3	ENSG00000161204	58	109.49544623047	5	12.124833333333333	2	2.8775	13	33.497	0	0
ABCG1	ENSG00000160179	26	85.6658767407	7.333333333333333	13.291	14	25.145	8	14.728	0	0
ABCG2	ENSG00000118777	80	67.05619201936	5	3.1472466666666667	1	0.11724	14	9.3245	0	0
ABCG4	ENSG00000172350	33	73.86094747909	1.3333333333333333	4.2446	2	4.4171	2	8.3167	0	0
ABCG5	ENSG00000138075	57	77.0202239016	0.6666666666666666	0.9736333333333334	0	0	2	2.9209	0	0
ABCG8	ENSG00000143921	79	94.84663574498	3	2.9680666666666666	0	0	9	8.9042	0	0
ABHD1	ENSG00000143994	53	49.42455047634	0	0.11209999999999999	0	0	0	0.3363	0	0
ABHD10	ENSG00000144827	21	31.86272539564	0	0.36123333333333335	0	0	0	1.0837	0	0
ABHD11	ENSG00000106077	24	29.99404031824	0.6666666666666666	0.6524333333333333	0	0	2	1.9573	0	0
ABHD12	ENSG00000100997	37	56.0021544485	1.6666666666666667	3.2349	3	7.3362	2	2.3685	0	0
ABHD12B	ENSG00000131969	28	38.8550331382	0.3333333333333333	0.06294999999999999	0	0	1	0.18885	0	0
ABHD13	ENSG00000139826	9	27.17410020662	0.3333333333333333	1.4663000000000002	0	0	0	1.7334	1	2.6655
ABHD14A	ENSG00000248487	12	22.40296744962	0	0.15827	0	0	0	0.47481	0	0
ABHD14A-ACY1	ENSG00000114786	NA	NA	0	0.304	0	0	0	0.912	0	0
ABHD14B	ENSG00000114779	20	16.95598093807	0	0	0	0	0	0	0	0
ABHD15	ENSG00000168792	30	40.7733544734	0	0.25773666666666667	0	0	0	0.77321	0	0
ABHD16A	ENSG00000204427	44	86.36462922439	2.3333333333333335	3.9601333333333333	5	6.6272	2	5.2532	0	0
ABHD16B	ENSG00000183260	27	42.928536971	0.3333333333333333	0.3557333333333333	0	0	1	1.0672	0	0
ABHD17A	ENSG00000129968	2	4.7284057782	4.333333333333333	13.449633333333333	10	31.423	3	8.9259	0	0
ABHD17B	ENSG00000107362	9	24.02457879148	6.666666666666667	12.3409	13	27.709	3	5.4976	4	3.8161
ABHD17C	ENSG00000136379	7	26.10376915731	8.333333333333334	18.81886666666667	22	41.941	3	13.12	0	1.3956
ABHD18	ENSG00000164074	51	56.53271261044	2.6666666666666665	1.5579	4	2.8074	4	1.8663	0	0
ABHD2	ENSG00000140526	22	62.3400701322	2.3333333333333335	11.778733333333333	5	21.236	2	11.773	0	2.3272
ABHD3	ENSG00000158201	42	42.18157480748	0.3333333333333333	0.15010333333333334	0	0	1	0.45031	0	0
ABHD4	ENSG00000100439	33	43.25378758445	1.6666666666666667	1.4001033333333333	3	3.4913	2	0.70901	0	0
ABHD5	ENSG00000011198	30	41.33725853227	0	0.3694	0	0	0	1.1082	0	0
ABHD6	ENSG00000163686	34	49.01447429785	0.6666666666666666	1.8583666666666667	0	0	2	5.5751	0	0
ABHD8	ENSG00000127220	11	35.46616892613	0.6666666666666666	5.535566666666667	2	10.066	0	6.5407	0	0
ABI1	ENSG00000136754	13	52.5285385781	3.3333333333333335	10.315893333333333	5	16.695	4	13.67	1	0.58268
ABI2	ENSG00000138443	24	57.68622470741	3	15.085366666666667	6	26.585	3	16.773	0	1.8981
ABI3	ENSG00000108798	24	38.72233350764	0	0	0	0	0	0	0	0
ABI3BP	ENSG00000154175	188	227.76719651901	6.666666666666667	4.726403333333334	20	13.702	0	0.47721	0	0
ABITRAM	ENSG00000119328	19	24.82750713922	0	0.518174	0	1.4572	0	0.097322	0	0
ABL1	ENSG00000097007	10	112.921715079	3	46.82206	7	88.146	2	52.144	0	0.17618
ABL2	ENSG00000143322	45	101.68139803982	14.666666666666666	41.171	31	81.434	13	42.079	0	0
ABLIM1	ENSG00000099204	38	102.06261933569	6.666666666666667	11.683566666666668	15	29.175	5	5.8757	0	0
ABLIM2	ENSG00000163995	48	134.1932306713	9.333333333333334	19.10066666666667	0	2.315	28	54.987	0	0
ABLIM3	ENSG00000173210	54	108.21396139622	4	12.8302	8	33.562	4	4.9286	0	0
ABO	ENSG00000175164	NA	NA	0	0	0	0	0	0	0	0
ABR	ENSG00000159842	33	135.46727084378	3.3333333333333335	18.801633333333335	10	42.915	0	1.1799	0	12.31
ABRA	ENSG00000174429	25	32.85283553217	0	0	0	0	0	0	0	0
ABRACL	ENSG00000146386	7	7.6735895171	0	0	0	0	0	0	0	0
ABRAXAS1	ENSG00000163322	27	43.41584500323	0	0	0	0	0	0	0	0
ABRAXAS2	ENSG00000165660	18	46.49143336742	0.3333333333333333	1.2501433333333334	1	3.0652	0	0.68523	0	0
ABT1	ENSG00000146109	16	26.70197527221	0.3333333333333333	0.20301666666666665	0	0	1	0.60905	0	0
ABTB1	ENSG00000114626	39	62.38807805094	0	0.20250333333333334	0	0.50621	0	0.1013	0	0
ABTB2	ENSG00000166016	54	119.82184273388	0.3333333333333333	2.051966666666667	1	3.8246000000000002	0	2.3313	0	0
ACAA1	ENSG00000060971	44	53.2335470622	0.3333333333333333	0.3077166666666667	0	0.40986	1	0.51329	0	0
ACAA2	ENSG00000167315	31	38.85426772022	5.666666666666667	4.651	0	0	17	13.953	0	0
ACACA	ENSG00000278540	91	262.79222299793	0.6666666666666666	9.013333333333334	2	27.04	0	0	0	0
ACACB	ENSG00000076555	207	295.49132788578	0	0.2276733333333333	0	0.68302	0	0	0	0
ACAD10	ENSG00000111271	107	114.39289869992	0	0.23801333333333333	0	0	0	0.71404	0	0
ACAD11	ENSG00000240303	76	93.57975269922	1	1.1884666666666666	0	0	3	3.5654	0	0
ACAD8	ENSG00000151498	46	60.263184888	0	0.24253	0	0	0	0.72759	0	0
ACAD9	ENSG00000177646	56	75.00790609257	1	0.8804666666666666	0	0	3	2.6414	0	0
ACADL	ENSG00000115361	56	53.12690472748	5.666666666666667	4.272333333333333	0	0	17	12.817	0	0
ACADM	ENSG00000117054	48	53.90083544612	11.666666666666666	11.702666666666666	0	0	35	35.108	0	0
ACADS	ENSG00000122971	26	57.18326292721	17	20.424666666666667	0	0	51	61.274	0	0
ACADSB	ENSG00000196177	33	47.16754282693	3.3333333333333335	3.9096666666666664	0	0	10	11.729	0	0
ACADVL	ENSG00000072778	69	94.73091729824	1.6666666666666667	2.7659966666666667	0	0.27109	5	8.0269	0	0
ACAN	ENSG00000157766	41	213.5626707718	0	0	0	0	0	0	0	0
ACAP1	ENSG00000072818	41	111.68344839446	0.3333333333333333	3.05626	1	8.6373	0	0.53148	0	0
ACAP2	ENSG00000114331	37	115.27706178775	4	13.323933333333333	10	31.737	2	8.2348	0	0
ACAP3	ENSG00000131584	49	155.39715545036	3	8.475133333333332	8	19.612	1	5.8134	0	0
ACAT1	ENSG00000075239	19	36.53123514573	3	4.717333333333333	0	0	9	14.152	0	0
ACAT2	ENSG00000120437	28	39.83929089184	0.3333333333333333	0.9392666666666667	0	0	1	2.8178	0	0
ACBD3	ENSG00000182827	29	65.4459544586	2.6666666666666665	5.9229199999999995	5	12.616	3	4.7394	0	0.41336
ACBD4	ENSG00000181513	37	44.35697835807	0.3333333333333333	0.1743066666666667	0	0	1	0.52292	0	0
ACBD5	ENSG00000107897	37	69.50275938505	0	0	0	0	0	0	0	0
ACBD6	ENSG00000230124	27	37.23539935364	0.3333333333333333	1.2590000000000001	0	0	1	3.777	0	0
ACBD7	ENSG00000176244	10	12.14526907335	0	0	0	0	0	0	0	0
ACCS	ENSG00000110455	45	57.79935473322	0.3333333333333333	0.12865000000000001	0	0	1	0.38595	0	0
ACCSL	ENSG00000205126	54	61.59898676873	0	0.16561	0	0	0	0.49683	0	0
ACD	ENSG00000102977	39	72.36557597835001	0	0	0	0	0	0	0	0
ACE	ENSG00000159640	113	183.80892132694	0	0.17215333333333335	0	0	0	0.51646	0	0
ACE2	NA	NA	NA	0.3333333333333333	1.4718333333333333	0	0	1	4.4155	0	0
ACER1	ENSG00000167769	31	32.51762566171	0	0	0	0	0	0	0	0
ACER2	ENSG00000177076	23	33.3431285679	0	0	0	0	0	0	0	0
ACER3	ENSG00000078124	15	41.3992055511	1.3333333333333333	1.9748000000000001	1	2.7383	3	3.1861	0	0
ACHE	ENSG00000087085	18	73.32806046548001	5.333333333333333	18.787236666666665	0	0.91991	2	8.7788	14	46.663
ACIN1	ENSG00000100813	9	143.57222282469002	1	9.860623333333333	3	28.623	0	0.95887	0	0
ACKR1	ENSG00000213088	17	22.87450480596	0	0	0	0	0	0	0	0
ACKR2	ENSG00000144648	24	24.55866584801	0	0.06709666666666667	0	0	0	0.20129	0	0
ACKR3	ENSG00000144476	6	29.9445523256	0	0.07507333333333334	0	0	0	0.22522	0	0
ACKR4	ENSG00000129048	0	0.95874113755	0	0	0	0	0	0	0	0
ACLY	ENSG00000131473	43	120.74730898487	8.666666666666666	26.049666666666667	19	58.093	7	20.056	0	0
ACMSD	ENSG00000153086	37	42.97168966419	4	4.22	0	0	12	12.66	0	0
ACO1	ENSG00000122729	74	103.11650007393	1.6666666666666667	2.0624433333333334	1	0.93883	4	5.2485	0	0
ACO2	ENSG00000100412	30	92.92750813643	8.666666666666666	37.842666666666666	7	30.055	13	60.42	6	23.053
ACOD1	ENSG00000102794	27	32.9523133417	0	0.8309666666666667	0	0	0	2.4929	0	0
ACOT1	ENSG00000184227	NA	NA	0	0.43113	0	0	0	0.10199	0	1.1914
ACOT11	ENSG00000162390	63	75.3678485968	0.3333333333333333	0.5284666666666666	0	0	1	1.5854	0	0
ACOT12	ENSG00000172497	46	62.85574290797	0	0	0	0	0	0	0	0
ACOT13	ENSG00000112304	10	11.64017022648	0.3333333333333333	1.0106666666666666	0	0	1	3.032	0	0
ACOT2	ENSG00000119673	7	8.6109423391	0	0.11738666666666667	0	0	0	0.24113	0	0.11103
ACOT4	ENSG00000177465	27	27.51472804729	0	0	0	0	0	0	0	0
ACOT6	ENSG00000205669	13	14.25664833255	0	0	0	0	0	0	0	0
ACOT7	ENSG00000097021	7	43.97159801303	3.6666666666666665	9.715706666666668	8	18.405	3	10.372	0	0.37012
ACOT8	ENSG00000101473	32	36.75257865982	0.6666666666666666	0.36200000000000004	0	0	2	1.086	0	0
ACOT9	NA	NA	NA	0.3333333333333333	1.1558866666666667	0	0.50246	1	1.3992	0	1.566
ACOX1	ENSG00000161533	41	75.03381476794	0	0.25772666666666666	0	0.48172	0	0.29146	0	0
ACOX2	ENSG00000168306	64	99.5147196642	0.3333333333333333	0.3531666666666667	0	0	1	1.0595	0	0
ACOX3	ENSG00000087008	67	121.3960530199	0.3333333333333333	0.6401666666666667	0	0	1	1.9205	0	0
ACOXL	ENSG00000153093	70	76.40023099237	0	0	0	0	0	0	0	0
ACP1	ENSG00000143727	16	20.42753220122	0	0.3877333333333333	0	0	0	1.1632	0	0
ACP2	ENSG00000134575	32	54.2941709989	0	0.15558	0	0	0	0.46674	0	0
ACP3	ENSG00000014257	37	48.10169526633	0	0.6423	0	0	0	1.9269	0	0
ACP4	ENSG00000142513	41	50.99966878418	1.3333333333333333	0.7308333333333333	0	0	4	2.1925	0	0
ACP5	ENSG00000102575	24	31.7519154673	1	1.0367666666666666	0	0	3	3.1103	0	0
ACP6	ENSG00000162836	50	50.36899015932	0	0	0	0	0	0	0	0
ACP7	ENSG00000183760	44	49.16710075231	0	0.6994333333333334	0	0	0	2.0983	0	0
ACR	ENSG00000100312	12	25.55991566122	0.3333333333333333	0.19821666666666668	0	0	1	0.59465	0	0
ACRBP	ENSG00000111644	46	74.44725995802	0	0	0	0	0	0	0	0
ACRV1	ENSG00000134940	16	20.80443614314	0	0	0	0	0	0	0	0
ACSBG1	ENSG00000103740	37	88.8720968344	0	0.8080383333333334	0	0	0	2.3416	0	0.082515
ACSBG2	ENSG00000130377	62	73.09971037147	0	0	0	0	0	0	0	0
ACSF2	ENSG00000167107	43	75.35756335636	0.6666666666666666	1.3456000000000001	0	0	2	4.0368	0	0
ACSF3	ENSG00000176715	55	62.907422614400005	0	0	0	0	0	0	0	0
ACSL1	ENSG00000151726	39	104.44247096216	1.3333333333333333	3.2485500000000003	0	0.29324	4	9.2141	0	0.23831
ACSL3	ENSG00000123983	33	84.76575961574	3.3333333333333335	9.3091	0	2.7583	7	16.248	3	8.921
ACSL4	NA	NA	NA	3.3333333333333335	28.596666666666664	0	5.809	0	10.018	10	69.963
ACSL5	ENSG00000197142	50	86.92443136982	0.3333333333333333	0.9388666666666666	0	0.2666	1	2.55	0	0
ACSL6	ENSG00000164398	43	98.39311423405	2.3333333333333335	5.1894833333333334	0	0.41016	7	14.314	0	0.84429
ACSM1	ENSG00000166743	77	76.3184387758	0	0.06275666666666667	0	0	0	0.18827	0	0
ACSM2A	ENSG00000183747	6	4.07244361558	0	0.06823666666666667	0	0	0	0.20471	0	0
ACSM2B	ENSG00000066813	1	3.06847347074	0	0.06568333333333333	0	0	0	0.19705	0	0
ACSM3	ENSG00000005187	58	70.61388556973	0	0.17651333333333333	0	0	0	0.52954	0	0
ACSM4	ENSG00000215009	63	75.50379350633	0.3333333333333333	0.19432333333333332	0	0	1	0.58297	0	0
ACSM5	ENSG00000183549	28	33.12577305978	0	0	0	0	0	0	0	0
ACSM6	ENSG00000173124	NA	NA	0	0	0	0	0	0	0	0
ACSS1	ENSG00000154930	41	81.53683891318	8	13.418999999999999	0	0	24	40.257	0	0
ACSS2	ENSG00000131069	56	79.07056210661	5	6.3877	1	1.0011	14	18.162	0	0
ACSS3	ENSG00000111058	64	79.30809629149	0.6666666666666666	0.7346	0	0.331	2	1.8728	0	0
ACTA1	ENSG00000143632	20	48.2940880693	6	33.10366666666667	9	51.493	0	2.053	9	45.765
ACTA2	ENSG00000107796	12	37.20051099194	4.333333333333333	21.4746	9	39.25	0	1.3338	4	23.84
ACTB	ENSG00000075624	3	37.8496910419	4	184.1509333333333	0	58.327	0	4.5358	12	489.59
ACTBL2	ENSG00000169067	28	22.22969440217	0	0.04560333333333333	0	0	0	0	0	0.13681
ACTC1	ENSG00000159251	12	33.76793902106	4.333333333333333	43.832366666666665	3	27.717	0	1.8601	10	101.92
ACTG1	ENSG00000184009	14	43.4179007548	5.666666666666667	59.6651	6	55.287	2	5.4283	9	118.28
ACTG2	ENSG00000163017	16	37.4801649614	5.666666666666667	23.8097	5	29.638	0	1.5601	12	40.231
ACTL10	ENSG00000288649	21	17.854819232	0	0	0	0	0	0	0	0
ACTL6A	ENSG00000136518	5	52.31604710921	4	19.563533333333332	2	11.148	2	9.0786	8	38.464
ACTL6B	ENSG00000077080	43	57.80896958424	5.666666666666667	11.491683333333333	9	19.738	8	14.53	0	0.20705
ACTL7A	ENSG00000187003	27	35.9840396861	0	0	0	0	0	0	0	0
ACTL7B	ENSG00000148156	18	30.238412935160003	0	0	0	0	0	0	0	0
ACTL8	ENSG00000117148	10	34.1202829744	0	0	0	0	0	0	0	0
ACTL9	ENSG00000181786	19	30.31481390404	0	0	0	0	0	0	0	0
ACTN1	ENSG00000072110	30	129.79956134446	6	40.033	7	48.91	9	55.36	2	15.829
ACTN2	ENSG00000077522	34	125.43376407639	3	8.163	9	24.489	0	0	0	0
ACTN3	ENSG00000248746	76	108.62525864781	2.6666666666666665	3.770266666666667	8	9.7588	0	1.552	0	0
ACTN4	ENSG00000130402	17	133.72243492898	9.333333333333334	60.297000000000004	7	53.539	15	87.664	6	39.688
ACTR10	ENSG00000131966	36	45.74284169079	1.3333333333333333	1.5975333333333335	2	3.5411	2	1.2515	0	0
ACTR1A	ENSG00000138107	10	51.36772926981	0.3333333333333333	3.2958366666666663	1	8.4118	0	0.12851	0	1.3472
ACTR1B	ENSG00000115073	31	55.53243206257	0	0.29553333333333337	0	0.8866	0	0	0	0
ACTR2	ENSG00000138071	5	37.40796553916	3.6666666666666665	24.015396666666664	0	11.822	0	0.22019	11	60.004
ACTR3	ENSG00000115091	11	47.54687423743	9	21.746000000000002	5	17.849	8	14.674	14	32.715
ACTR3B	ENSG00000133627	4	16.0624037916	3.6666666666666665	8.9217	3	7.3805	6	14.05	2	5.3346
ACTR3C	ENSG00000106526	NA	NA	0	0.2630866666666667	0	0.17339	0	0.61587	0	0
ACTR5	ENSG00000101442	47	66.06727159526	0.3333333333333333	0.28911666666666663	1	0.57395	0	0.2934	0	0
ACTR6	ENSG00000075089	49	46.5140265778	0.6666666666666666	1.7981333333333334	2	2.8394	0	2.555	0	0
ACTR8	ENSG00000113812	59	73.49981622039	0.3333333333333333	1.4768999999999999	1	1.3571	0	3.0736	0	0
ACTRT1	NA	NA	NA	0	0	0	0	0	0	0	0
ACTRT2	ENSG00000169717	18	35.76818086158	0	0	0	0	0	0	0	0
ACTRT3	ENSG00000184378	17	22.4112204126	0	0	0	0	0	0	0	0
ACVR1	ENSG00000115170	40	56.60416731051	5	15.548333333333334	6	23.221	9	23.424	0	0
ACVR1B	ENSG00000135503	13	48.48117747678	3.3333333333333335	27.71066666666667	4	37.667	3	27.515	3	17.95
ACVR1C	ENSG00000123612	17	48.44194889596	1.3333333333333333	3.7757066666666663	2	5.8931	1	4.9148	1	0.51922
ACVR2A	ENSG00000121989	7	54.00169046234	4	37.43166666666667	3	23.276	1	17.47	8	71.549
ACVR2B	ENSG00000114739	16	70.32851843244	8.333333333333334	25.9557	10	31.289	12	38.601	3	7.9771
ACVRL1	ENSG00000139567	20	57.81541830221	3	11.855966666666667	5	14.088	4	19.805	0	1.6749
ACY1	ENSG00000243989	38	56.16559605513	0	0.23414000000000001	0	0	0	0.70242	0	0
ACY3	ENSG00000132744	25	33.218448919800004	0	0	0	0	0	0	0	0
ACYP1	ENSG00000119640	8	10.48973279048	0	0	0	0	0	0	0	0
ACYP2	ENSG00000170634	10	10.06028621402	0.3333333333333333	0.033786666666666666	0	0	1	0.10136	0	0
ADA	ENSG00000196839	44	51.70921977409	4.333333333333333	4.030666666666667	0	0	13	12.092	0	0
ADA2	ENSG00000093072	30	45.66569379015	0	0.09810666666666668	0	0	0	0.29432	0	0
ADAD1	ENSG00000164113	47	62.19096229265	0	0.26421666666666666	0	0	0	0.79265	0	0
ADAD2	ENSG00000140955	61	92.4651958494	0	0	0	0	0	0	0	0
ADAL	ENSG00000168803	39	39.19167323953	2	1.6903666666666668	0	0	6	5.0711	0	0
ADAM10	ENSG00000137845	17	80.13065014602	10.333333333333334	60.507333333333335	7	58.317	8	41.509	16	81.696
ADAM11	ENSG00000073670	43	121.97685529961	2.6666666666666665	11.585033333333334	0	3.0859	1	9.2702	7	22.399
ADAM12	ENSG00000148848	66	112.63945642783	4	4.4376066666666665	0	2.156	11	10.99	1	0.16682
ADAM15	ENSG00000143537	67	108.24892493961	0.6666666666666666	1.1459	0	0	2	3.4377	0	0
ADAM17	ENSG00000151694	35	96.09155732847	6.666666666666667	16.390666666666668	14	36.039	6	13.133	0	0
ADAM18	ENSG00000168619	111	89.27220727464	0	0	0	0	0	0	0	0
ADAM19	ENSG00000135074	63	113.99827508748	3	5.365733333333333	1	2.0812	8	14.016	0	0
ADAM2	ENSG00000104755	94	87.78129079280001	0	0.027114	0	0	0	0.081342	0	0
ADAM20	ENSG00000134007	44	52.03923299041	0	0.07981333333333333	0	0	0	0.23944	0	0
ADAM21	ENSG00000139985	6	6.20498738853	0	0.08184	0	0	0	0.24552	0	0
ADAM22	ENSG00000008277	63	132.03145085241	2.6666666666666665	7.733966666666667	1	5.4846	7	15.833	0	1.8843
ADAM23	ENSG00000114948	31	115.53664821797	0.6666666666666666	1.6019999999999999	2	3.9132	0	0.23028	0	0.66252
ADAM28	ENSG00000042980	93	97.24923510731	2	2.0091	0	0	6	6.0273	0	0
ADAM29	ENSG00000168594	26	48.32998585879	0	0	0	0	0	0	0	0
ADAM30	ENSG00000134249	37	50.96337361885	0.3333333333333333	0.15931333333333333	0	0	1	0.47794	0	0
ADAM32	ENSG00000197140	67	95.73401518558	0	0.24588	0	0.62639	0	0.11125	0	0
ADAM33	ENSG00000149451	87	132.39089950126	0.3333333333333333	0.3971	0	0	1	1.1913	0	0
ADAM7	ENSG00000069206	91	97.98817994396	0	0	0	0	0	0	0	0
ADAM8	ENSG00000151651	83	137.2432132274	0.6666666666666666	0.9968	0	0	2	2.9904	0	0
